"asset_id","asset_code","asset_type","department","location_id","criticality","condition","last_maintenance","next_maintenance","status"
"AST-0648","ST-AXC-0648","Axle Counter","Signal & Telecommunication","LOC-108","Medium","Fair","2026-06-04","2026-09-26","Operational"
"AST-0649","ENG-TRK-0649","Track","Engineering","LOC-109","High","Poor","2026-07-05","2026-10-27","Operational"
"AST-0650","ENG-TO-0650","Turnout","Engineering","LOC-109","High","Critical","2026-03-06","2026-11-03","Under Observation"
"AST-0651","TD-OHE-0651","OHE Mast","Traction Distribution","LOC-109","Critical","Good","2026-04-07","2026-09-04","Maintenance In Progress"
"AST-0652","TD-TSS-0652","Traction Substation","Traction Distribution","LOC-109","Medium","Fair","2026-05-08","2026-10-05","Operational"
"AST-0653","ST-SIG-0653","Signal","Signal & Telecommunication","LOC-109","High","Poor","2026-06-09","2026-11-06","Operational"
"AST-0654","ST-AXC-0654","Axle Counter","Signal & Telecommunication","LOC-109","High","Critical","2026-07-10","2026-09-07","Under Observation"
"AST-0655","ENG-TRK-0655","Track","Engineering","LOC-110","Critical","Good","2026-03-11","2026-10-08","Maintenance In Progress"
"AST-0656","ENG-TO-0656","Turnout","Engineering","LOC-110","Medium","Fair","2026-04-12","2026-11-09","Operational"
"AST-0657","TD-OHE-0657","OHE Mast","Traction Distribution","LOC-110","High","Poor","2026-05-13","2026-09-10","Operational"
"AST-0658","TD-TSS-0658","Traction Substation","Traction Distribution","LOC-110","High","Critical","2026-06-14","2026-10-11","Under Observation"
"AST-0659","ST-SIG-0659","Signal","Signal & Telecommunication","LOC-110","Critical","Good","2026-07-15","2026-11-12","Maintenance In Progress"
"AST-0660","ST-AXC-0660","Axle Counter","Signal & Telecommunication","LOC-110","Medium","Fair","2026-03-16","2026-09-13","Operational"
"AST-0661","ENG-TRK-0661","Track","Engineering","LOC-111","High","Poor","2026-04-17","2026-10-14","Operational"
"AST-0662","ENG-TO-0662","Turnout","Engineering","LOC-111","High","Critical","2026-05-18","2026-11-15","Under Observation"
"AST-0663","TD-OHE-0663","OHE Mast","Traction Distribution","LOC-111","Critical","Good","2026-06-19","2026-09-16","Maintenance In Progress"
"AST-0664","TD-TSS-0664","Traction Substation","Traction Distribution","LOC-111","Medium","Fair","2026-07-20","2026-10-17","Operational"
"AST-0665","ST-SIG-0665","Signal","Signal & Telecommunication","LOC-111","High","Poor","2026-03-21","2026-11-18","Operational"
"AST-0666","ST-AXC-0666","Axle Counter","Signal & Telecommunication","LOC-111","High","Critical","2026-04-22","2026-09-19","Under Observation"
"AST-0667","ENG-TRK-0667","Track","Engineering","LOC-112","Critical","Good","2026-05-23","2026-10-20","Maintenance In Progress"
"AST-0668","ENG-TO-0668","Turnout","Engineering","LOC-112","Medium","Fair","2026-06-24","2026-11-21","Operational"
"AST-0669","TD-OHE-0669","OHE Mast","Traction Distribution","LOC-112","High","Poor","2026-07-25","2026-09-22","Operational"
"AST-0670","TD-TSS-0670","Traction Substation","Traction Distribution","LOC-112","High","Critical","2026-03-26","2026-10-23","Under Observation"
"AST-0671","ST-SIG-0671","Signal","Signal & Telecommunication","LOC-112","Critical","Good","2026-04-27","2026-11-24","Maintenance In Progress"
"AST-0672","ST-AXC-0672","Axle Counter","Signal & Telecommunication","LOC-112","Medium","Fair","2026-05-04","2026-09-25","Operational"
"AST-0673","ENG-TRK-0673","Track","Engineering","LOC-113","High","Poor","2026-06-05","2026-10-26","Operational"
"AST-0674","ENG-TO-0674","Turnout","Engineering","LOC-113","High","Critical","2026-07-06","2026-11-27","Under Observation"
"AST-0675","TD-OHE-0675","OHE Mast","Traction Distribution","LOC-113","Critical","Good","2026-03-07","2026-09-03","Maintenance In Progress"
"AST-0676","TD-TSS-0676","Traction Substation","Traction Distribution","LOC-113","Medium","Fair","2026-04-08","2026-10-04","Operational"
"AST-0677","ST-SIG-0677","Signal","Signal & Telecommunication","LOC-113","High","Poor","2026-05-09","2026-11-05","Operational"
"AST-0678","ST-AXC-0678","Axle Counter","Signal & Telecommunication","LOC-113","High","Critical","2026-06-10","2026-09-06","Under Observation"
"AST-0679","ENG-TRK-0679","Track","Engineering","LOC-114","Critical","Good","2026-07-11","2026-10-07","Maintenance In Progress"
"AST-0680","ENG-TO-0680","Turnout","Engineering","LOC-114","Medium","Fair","2026-03-12","2026-11-08","Operational"
"AST-0681","TD-OHE-0681","OHE Mast","Traction Distribution","LOC-114","High","Poor","2026-04-13","2026-09-09","Operational"
"AST-0682","TD-TSS-0682","Traction Substation","Traction Distribution","LOC-114","High","Critical","2026-05-14","2026-10-10","Under Observation"
"AST-0683","ST-SIG-0683","Signal","Signal & Telecommunication","LOC-114","Critical","Good","2026-06-15","2026-11-11","Maintenance In Progress"
"AST-0684","ST-AXC-0684","Axle Counter","Signal & Telecommunication","LOC-114","Medium","Fair","2026-07-16","2026-09-12","Operational"
"AST-0685","ENG-TRK-0685","Track","Engineering","LOC-115","High","Poor","2026-03-17","2026-10-13","Operational"
"AST-0686","ENG-TO-0686","Turnout","Engineering","LOC-115","High","Critical","2026-04-18","2026-11-14","Under Observation"
"AST-0687","TD-OHE-0687","OHE Mast","Traction Distribution","LOC-115","Critical","Good","2026-05-19","2026-09-15","Maintenance In Progress"
"AST-0688","TD-TSS-0688","Traction Substation","Traction Distribution","LOC-115","Medium","Fair","2026-06-20","2026-10-16","Operational"
"AST-0689","ST-SIG-0689","Signal","Signal & Telecommunication","LOC-115","High","Poor","2026-07-21","2026-11-17","Operational"
"AST-0690","ST-AXC-0690","Axle Counter","Signal & Telecommunication","LOC-115","High","Critical","2026-03-22","2026-09-18","Under Observation"
"AST-0691","ENG-TRK-0691","Track","Engineering","LOC-116","Critical","Good","2026-04-23","2026-10-19","Maintenance In Progress"
"AST-0692","ENG-TO-0692","Turnout","Engineering","LOC-116","Medium","Fair","2026-05-24","2026-11-20","Operational"
"AST-0693","TD-OHE-0693","OHE Mast","Traction Distribution","LOC-116","High","Poor","2026-06-25","2026-09-21","Operational"
"AST-0694","TD-TSS-0694","Traction Substation","Traction Distribution","LOC-116","High","Critical","2026-07-26","2026-10-22","Under Observation"
"AST-0695","ST-SIG-0695","Signal","Signal & Telecommunication","LOC-116","Critical","Good","2026-03-27","2026-11-23","Maintenance In Progress"
"AST-0696","ST-AXC-0696","Axle Counter","Signal & Telecommunication","LOC-116","Medium","Fair","2026-04-04","2026-09-24","Operational"
"AST-0697","ENG-TRK-0697","Track","Engineering","LOC-117","High","Poor","2026-05-05","2026-10-25","Operational"
"AST-0698","ENG-TO-0698","Turnout","Engineering","LOC-117","High","Critical","2026-06-06","2026-11-26","Under Observation"
"AST-0699","TD-OHE-0699","OHE Mast","Traction Distribution","LOC-117","Critical","Good","2026-07-07","2026-09-27","Maintenance In Progress"
"AST-0700","TD-TSS-0700","Traction Substation","Traction Distribution","LOC-117","Medium","Fair","2026-03-08","2026-10-03","Operational"
"AST-0701","ST-SIG-0701","Signal","Signal & Telecommunication","LOC-117","High","Poor","2026-04-09","2026-11-04","Operational"
"AST-0702","ST-AXC-0702","Axle Counter","Signal & Telecommunication","LOC-117","High","Critical","2026-05-10","2026-09-05","Under Observation"
"AST-0703","ENG-TRK-0703","Track","Engineering","LOC-118","Critical","Good","2026-06-11","2026-10-06","Maintenance In Progress"
"AST-0704","ENG-TO-0704","Turnout","Engineering","LOC-118","Medium","Fair","2026-07-12","2026-11-07","Operational"
"AST-0705","TD-OHE-0705","OHE Mast","Traction Distribution","LOC-118","High","Poor","2026-03-13","2026-09-08","Operational"
"AST-0706","TD-TSS-0706","Traction Substation","Traction Distribution","LOC-118","High","Critical","2026-04-14","2026-10-09","Under Observation"
"AST-0707","ST-SIG-0707","Signal","Signal & Telecommunication","LOC-118","Critical","Good","2026-05-15","2026-11-10","Maintenance In Progress"
"AST-0708","ST-AXC-0708","Axle Counter","Signal & Telecommunication","LOC-118","Medium","Fair","2026-06-16","2026-09-11","Operational"
"AST-0709","ENG-TRK-0709","Track","Engineering","LOC-119","High","Poor","2026-07-17","2026-10-12","Operational"
"AST-0710","ENG-TO-0710","Turnout","Engineering","LOC-119","High","Critical","2026-03-18","2026-11-13","Under Observation"
"AST-0711","TD-OHE-0711","OHE Mast","Traction Distribution","LOC-119","Critical","Good","2026-04-19","2026-09-14","Maintenance In Progress"
"AST-0712","TD-TSS-0712","Traction Substation","Traction Distribution","LOC-119","Medium","Fair","2026-05-20","2026-10-15","Operational"
"AST-0713","ST-SIG-0713","Signal","Signal & Telecommunication","LOC-119","High","Poor","2026-06-21","2026-11-16","Operational"
"AST-0714","ST-AXC-0714","Axle Counter","Signal & Telecommunication","LOC-119","High","Critical","2026-07-22","2026-09-17","Under Observation"
"AST-0715","ENG-TRK-0715","Track","Engineering","LOC-120","Critical","Good","2026-03-23","2026-10-18","Maintenance In Progress"
"AST-0716","ENG-TO-0716","Turnout","Engineering","LOC-120","Medium","Fair","2026-04-24","2026-11-19","Operational"
"AST-0717","TD-OHE-0717","OHE Mast","Traction Distribution","LOC-120","High","Poor","2026-05-25","2026-09-20","Operational"
"AST-0718","TD-TSS-0718","Traction Substation","Traction Distribution","LOC-120","High","Critical","2026-06-26","2026-10-21","Under Observation"
"AST-0719","ST-SIG-0719","Signal","Signal & Telecommunication","LOC-120","Critical","Good","2026-07-27","2026-11-22","Maintenance In Progress"
"AST-0720","ST-AXC-0720","Axle Counter","Signal & Telecommunication","LOC-120","Medium","Fair","2026-03-04","2026-09-23","Operational"
"AST-0721","ENG-TRK-0721","Track","Engineering","LOC-121","High","Poor","2026-04-05","2026-10-24","Operational"
"AST-0722","ENG-TO-0722","Turnout","Engineering","LOC-121","High","Critical","2026-05-06","2026-11-25","Under Observation"
"AST-0723","TD-OHE-0723","OHE Mast","Traction Distribution","LOC-121","Critical","Good","2026-06-07","2026-09-26","Maintenance In Progress"
"AST-0724","TD-TSS-0724","Traction Substation","Traction Distribution","LOC-121","Medium","Fair","2026-07-08","2026-10-27","Operational"
"AST-0725","ST-SIG-0725","Signal","Signal & Telecommunication","LOC-121","High","Poor","2026-03-09","2026-11-03","Operational"
"AST-0726","ST-AXC-0726","Axle Counter","Signal & Telecommunication","LOC-121","High","Critical","2026-04-10","2026-09-04","Under Observation"
"AST-0727","ENG-TRK-0727","Track","Engineering","LOC-122","Critical","Good","2026-05-11","2026-10-05","Maintenance In Progress"
"AST-0728","ENG-TO-0728","Turnout","Engineering","LOC-122","Medium","Fair","2026-06-12","2026-11-06","Operational"
"AST-0729","TD-OHE-0729","OHE Mast","Traction Distribution","LOC-122","High","Poor","2026-07-13","2026-09-07","Operational"
"AST-0730","TD-TSS-0730","Traction Substation","Traction Distribution","LOC-122","High","Critical","2026-03-14","2026-10-08","Under Observation"
"AST-0731","ST-SIG-0731","Signal","Signal & Telecommunication","LOC-122","Critical","Good","2026-04-15","2026-11-09","Maintenance In Progress"
"AST-0732","ST-AXC-0732","Axle Counter","Signal & Telecommunication","LOC-122","Medium","Fair","2026-05-16","2026-09-10","Operational"
"AST-0733","ENG-TRK-0733","Track","Engineering","LOC-123","High","Poor","2026-06-17","2026-10-11","Operational"
"AST-0734","ENG-TO-0734","Turnout","Engineering","LOC-123","High","Critical","2026-07-18","2026-11-12","Under Observation"
"AST-0735","TD-OHE-0735","OHE Mast","Traction Distribution","LOC-123","Critical","Good","2026-03-19","2026-09-13","Maintenance In Progress"
"AST-0736","TD-TSS-0736","Traction Substation","Traction Distribution","LOC-123","Medium","Fair","2026-04-20","2026-10-14","Operational"
"AST-0737","ST-SIG-0737","Signal","Signal & Telecommunication","LOC-123","High","Poor","2026-05-21","2026-11-15","Operational"
"AST-0738","ST-AXC-0738","Axle Counter","Signal & Telecommunication","LOC-123","High","Critical","2026-06-22","2026-09-16","Under Observation"
"AST-0739","ENG-TRK-0739","Track","Engineering","LOC-124","Critical","Good","2026-07-23","2026-10-17","Maintenance In Progress"
"AST-0740","ENG-TO-0740","Turnout","Engineering","LOC-124","Medium","Fair","2026-03-24","2026-11-18","Operational"
"AST-0741","TD-OHE-0741","OHE Mast","Traction Distribution","LOC-124","High","Poor","2026-04-25","2026-09-19","Operational"
"AST-0742","TD-TSS-0742","Traction Substation","Traction Distribution","LOC-124","High","Critical","2026-05-26","2026-10-20","Under Observation"
"AST-0743","ST-SIG-0743","Signal","Signal & Telecommunication","LOC-124","Critical","Good","2026-06-27","2026-11-21","Maintenance In Progress"
"AST-0744","ST-AXC-0744","Axle Counter","Signal & Telecommunication","LOC-124","Medium","Fair","2026-07-04","2026-09-22","Operational"
"AST-0745","ENG-TRK-0745","Track","Engineering","LOC-125","High","Poor","2026-03-05","2026-10-23","Operational"
"AST-0746","ENG-TO-0746","Turnout","Engineering","LOC-125","High","Critical","2026-04-06","2026-11-24","Under Observation"
"AST-0747","TD-OHE-0747","OHE Mast","Traction Distribution","LOC-125","Critical","Good","2026-05-07","2026-09-25","Maintenance In Progress"
"AST-0748","TD-TSS-0748","Traction Substation","Traction Distribution","LOC-125","Medium","Fair","2026-06-08","2026-10-26","Operational"
"AST-0749","ST-SIG-0749","Signal","Signal & Telecommunication","LOC-125","High","Poor","2026-07-09","2026-11-27","Operational"
"AST-0750","ST-AXC-0750","Axle Counter","Signal & Telecommunication","LOC-125","High","Critical","2026-03-10","2026-09-03","Under Observation"
"AST-0751","ENG-TRK-0751","Track","Engineering","LOC-126","Critical","Good","2026-04-11","2026-10-04","Maintenance In Progress"
"AST-0752","ENG-TO-0752","Turnout","Engineering","LOC-126","Medium","Fair","2026-05-12","2026-11-05","Operational"
"AST-0753","TD-OHE-0753","OHE Mast","Traction Distribution","LOC-126","High","Poor","2026-06-13","2026-09-06","Operational"
"AST-0754","TD-TSS-0754","Traction Substation","Traction Distribution","LOC-126","High","Critical","2026-07-14","2026-10-07","Under Observation"
"AST-0755","ST-SIG-0755","Signal","Signal & Telecommunication","LOC-126","Critical","Good","2026-03-15","2026-11-08","Maintenance In Progress"
"AST-0756","ST-AXC-0756","Axle Counter","Signal & Telecommunication","LOC-126","Medium","Fair","2026-04-16","2026-09-09","Operational"
"AST-0757","ENG-TRK-0757","Track","Engineering","LOC-127","High","Poor","2026-05-17","2026-10-10","Operational"
"AST-0758","ENG-TO-0758","Turnout","Engineering","LOC-127","High","Critical","2026-06-18","2026-11-11","Under Observation"
"AST-0759","TD-OHE-0759","OHE Mast","Traction Distribution","LOC-127","Critical","Good","2026-07-19","2026-09-12","Maintenance In Progress"
"AST-0760","TD-TSS-0760","Traction Substation","Traction Distribution","LOC-127","Medium","Fair","2026-03-20","2026-10-13","Operational"
"AST-0761","ST-SIG-0761","Signal","Signal & Telecommunication","LOC-127","High","Poor","2026-04-21","2026-11-14","Operational"
"AST-0762","ST-AXC-0762","Axle Counter","Signal & Telecommunication","LOC-127","High","Critical","2026-05-22","2026-09-15","Under Observation"
"AST-0763","ENG-TRK-0763","Track","Engineering","LOC-128","Critical","Good","2026-06-23","2026-10-16","Maintenance In Progress"
"AST-0764","ENG-TO-0764","Turnout","Engineering","LOC-128","Medium","Fair","2026-07-24","2026-11-17","Operational"
"AST-0765","TD-OHE-0765","OHE Mast","Traction Distribution","LOC-128","High","Poor","2026-03-25","2026-09-18","Operational"
"AST-0766","TD-TSS-0766","Traction Substation","Traction Distribution","LOC-128","High","Critical","2026-04-26","2026-10-19","Under Observation"
"AST-0767","ST-SIG-0767","Signal","Signal & Telecommunication","LOC-128","Critical","Good","2026-05-27","2026-11-20","Maintenance In Progress"
"AST-0768","ST-AXC-0768","Axle Counter","Signal & Telecommunication","LOC-128","Medium","Fair","2026-06-04","2026-09-21","Operational"
"AST-0769","ENG-TRK-0769","Track","Engineering","LOC-129","High","Poor","2026-07-05","2026-10-22","Operational"
"AST-0770","ENG-TO-0770","Turnout","Engineering","LOC-129","High","Critical","2026-03-06","2026-11-23","Under Observation"
"AST-0771","TD-OHE-0771","OHE Mast","Traction Distribution","LOC-129","Critical","Good","2026-04-07","2026-09-24","Maintenance In Progress"
"AST-0772","TD-TSS-0772","Traction Substation","Traction Distribution","LOC-129","Medium","Fair","2026-05-08","2026-10-25","Operational"
"AST-0773","ST-SIG-0773","Signal","Signal & Telecommunication","LOC-129","High","Poor","2026-06-09","2026-11-26","Operational"
"AST-0774","ST-AXC-0774","Axle Counter","Signal & Telecommunication","LOC-129","High","Critical","2026-07-10","2026-09-27","Under Observation"
"AST-0775","ENG-TRK-0775","Track","Engineering","LOC-130","Critical","Good","2026-03-11","2026-10-03","Maintenance In Progress"
"AST-0776","ENG-TO-0776","Turnout","Engineering","LOC-130","Medium","Fair","2026-04-12","2026-11-04","Operational"
"AST-0777","TD-OHE-0777","OHE Mast","Traction Distribution","LOC-130","High","Poor","2026-05-13","2026-09-05","Operational"
"AST-0778","TD-TSS-0778","Traction Substation","Traction Distribution","LOC-130","High","Critical","2026-06-14","2026-10-06","Under Observation"
"AST-0779","ST-SIG-0779","Signal","Signal & Telecommunication","LOC-130","Critical","Good","2026-07-15","2026-11-07","Maintenance In Progress"
"AST-0780","ST-AXC-0780","Axle Counter","Signal & Telecommunication","LOC-130","Medium","Fair","2026-03-16","2026-09-08","Operational"
"AST-0781","ENG-TRK-0781","Track","Engineering","LOC-131","High","Poor","2026-04-17","2026-10-09","Operational"
"AST-0782","ENG-TO-0782","Turnout","Engineering","LOC-131","High","Critical","2026-05-18","2026-11-10","Under Observation"
"AST-0783","TD-OHE-0783","OHE Mast","Traction Distribution","LOC-131","Critical","Good","2026-06-19","2026-09-11","Maintenance In Progress"
"AST-0784","TD-TSS-0784","Traction Substation","Traction Distribution","LOC-131","Medium","Fair","2026-07-20","2026-10-12","Operational"
"AST-0785","ST-SIG-0785","Signal","Signal & Telecommunication","LOC-131","High","Poor","2026-03-21","2026-11-13","Operational"
"AST-0786","ST-AXC-0786","Axle Counter","Signal & Telecommunication","LOC-131","High","Critical","2026-04-22","2026-09-14","Under Observation"
"AST-0787","ENG-TRK-0787","Track","Engineering","LOC-132","Critical","Good","2026-05-23","2026-10-15","Maintenance In Progress"
"AST-0788","ENG-TO-0788","Turnout","Engineering","LOC-132","Medium","Fair","2026-06-24","2026-11-16","Operational"
"AST-0789","TD-OHE-0789","OHE Mast","Traction Distribution","LOC-132","High","Poor","2026-07-25","2026-09-17","Operational"
"AST-0790","TD-TSS-0790","Traction Substation","Traction Distribution","LOC-132","High","Critical","2026-03-26","2026-10-18","Under Observation"
"AST-0791","ST-SIG-0791","Signal","Signal & Telecommunication","LOC-132","Critical","Good","2026-04-27","2026-11-19","Maintenance In Progress"
"AST-0792","ST-AXC-0792","Axle Counter","Signal & Telecommunication","LOC-132","Medium","Fair","2026-05-04","2026-09-20","Operational"
"AST-0793","ENG-TRK-0793","Track","Engineering","LOC-133","High","Poor","2026-06-05","2026-10-21","Operational"
"AST-0794","ENG-TO-0794","Turnout","Engineering","LOC-133","High","Critical","2026-07-06","2026-11-22","Under Observation"
"AST-0795","TD-OHE-0795","OHE Mast","Traction Distribution","LOC-133","Critical","Good","2026-03-07","2026-09-23","Maintenance In Progress"
"AST-0796","TD-TSS-0796","Traction Substation","Traction Distribution","LOC-133","Medium","Fair","2026-04-08","2026-10-24","Operational"
"AST-0797","ST-SIG-0797","Signal","Signal & Telecommunication","LOC-133","High","Poor","2026-05-09","2026-11-25","Operational"
"AST-0798","ST-AXC-0798","Axle Counter","Signal & Telecommunication","LOC-133","High","Critical","2026-06-10","2026-09-26","Under Observation"
"AST-0799","ENG-TRK-0799","Track","Engineering","LOC-134","Critical","Good","2026-07-11","2026-10-27","Maintenance In Progress"
"AST-0800","ENG-TO-0800","Turnout","Engineering","LOC-134","Medium","Fair","2026-03-12","2026-11-03","Operational"
"AST-0801","TD-OHE-0801","OHE Mast","Traction Distribution","LOC-134","High","Poor","2026-04-13","2026-09-04","Operational"
"AST-0802","TD-TSS-0802","Traction Substation","Traction Distribution","LOC-134","High","Critical","2026-05-14","2026-10-05","Under Observation"
"AST-0803","ST-SIG-0803","Signal","Signal & Telecommunication","LOC-134","Critical","Good","2026-06-15","2026-11-06","Maintenance In Progress"
"AST-0804","ST-AXC-0804","Axle Counter","Signal & Telecommunication","LOC-134","Medium","Fair","2026-07-16","2026-09-07","Operational"
"AST-0805","ENG-TRK-0805","Track","Engineering","LOC-135","High","Poor","2026-03-17","2026-10-08","Operational"
"AST-0806","ENG-TO-0806","Turnout","Engineering","LOC-135","High","Critical","2026-04-18","2026-11-09","Under Observation"
"AST-0807","TD-OHE-0807","OHE Mast","Traction Distribution","LOC-135","Critical","Good","2026-05-19","2026-09-10","Maintenance In Progress"
"AST-0808","TD-TSS-0808","Traction Substation","Traction Distribution","LOC-135","Medium","Fair","2026-06-20","2026-10-11","Operational"
"AST-0809","ST-SIG-0809","Signal","Signal & Telecommunication","LOC-135","High","Poor","2026-07-21","2026-11-12","Operational"
"AST-0810","ST-AXC-0810","Axle Counter","Signal & Telecommunication","LOC-135","High","Critical","2026-03-22","2026-09-13","Under Observation"
"AST-0811","ENG-TRK-0811","Track","Engineering","LOC-136","Critical","Good","2026-04-23","2026-10-14","Maintenance In Progress"
"AST-0812","ENG-TO-0812","Turnout","Engineering","LOC-136","Medium","Fair","2026-05-24","2026-11-15","Operational"
"AST-0813","TD-OHE-0813","OHE Mast","Traction Distribution","LOC-136","High","Poor","2026-06-25","2026-09-16","Operational"
"AST-0814","TD-TSS-0814","Traction Substation","Traction Distribution","LOC-136","High","Critical","2026-07-26","2026-10-17","Under Observation"
"AST-0815","ST-SIG-0815","Signal","Signal & Telecommunication","LOC-136","Critical","Good","2026-03-27","2026-11-18","Maintenance In Progress"
"AST-0816","ST-AXC-0816","Axle Counter","Signal & Telecommunication","LOC-136","Medium","Fair","2026-04-04","2026-09-19","Operational"
"AST-0817","ENG-TRK-0817","Track","Engineering","LOC-137","High","Poor","2026-05-05","2026-10-20","Operational"
"AST-0818","ENG-TO-0818","Turnout","Engineering","LOC-137","High","Critical","2026-06-06","2026-11-21","Under Observation"
"AST-0819","TD-OHE-0819","OHE Mast","Traction Distribution","LOC-137","Critical","Good","2026-07-07","2026-09-22","Maintenance In Progress"
"AST-0820","TD-TSS-0820","Traction Substation","Traction Distribution","LOC-137","Medium","Fair","2026-03-08","2026-10-23","Operational"
"AST-0821","ST-SIG-0821","Signal","Signal & Telecommunication","LOC-137","High","Poor","2026-04-09","2026-11-24","Operational"
"AST-0822","ST-AXC-0822","Axle Counter","Signal & Telecommunication","LOC-137","High","Critical","2026-05-10","2026-09-25","Under Observation"
"AST-0823","ENG-TRK-0823","Track","Engineering","LOC-138","Critical","Good","2026-06-11","2026-10-26","Maintenance In Progress"
"AST-0824","ENG-TO-0824","Turnout","Engineering","LOC-138","Medium","Fair","2026-07-12","2026-11-27","Operational"
"AST-0825","TD-OHE-0825","OHE Mast","Traction Distribution","LOC-138","High","Poor","2026-03-13","2026-09-03","Operational"
"AST-0826","TD-TSS-0826","Traction Substation","Traction Distribution","LOC-138","High","Critical","2026-04-14","2026-10-04","Under Observation"
"AST-0827","ST-SIG-0827","Signal","Signal & Telecommunication","LOC-138","Critical","Good","2026-05-15","2026-11-05","Maintenance In Progress"
"AST-0828","ST-AXC-0828","Axle Counter","Signal & Telecommunication","LOC-138","Medium","Fair","2026-06-16","2026-09-06","Operational"
"AST-0829","ENG-TRK-0829","Track","Engineering","LOC-139","High","Poor","2026-07-17","2026-10-07","Operational"
"AST-0830","ENG-TO-0830","Turnout","Engineering","LOC-139","High","Critical","2026-03-18","2026-11-08","Under Observation"
"AST-0831","TD-OHE-0831","OHE Mast","Traction Distribution","LOC-139","Critical","Good","2026-04-19","2026-09-09","Maintenance In Progress"
"AST-0832","TD-TSS-0832","Traction Substation","Traction Distribution","LOC-139","Medium","Fair","2026-05-20","2026-10-10","Operational"
"AST-0833","ST-SIG-0833","Signal","Signal & Telecommunication","LOC-139","High","Poor","2026-06-21","2026-11-11","Operational"
"AST-0834","ST-AXC-0834","Axle Counter","Signal & Telecommunication","LOC-139","High","Critical","2026-07-22","2026-09-12","Under Observation"
"AST-0835","ENG-TRK-0835","Track","Engineering","LOC-140","Critical","Good","2026-03-23","2026-10-13","Maintenance In Progress"
"AST-0836","ENG-TO-0836","Turnout","Engineering","LOC-140","Medium","Fair","2026-04-24","2026-11-14","Operational"
"AST-0837","TD-OHE-0837","OHE Mast","Traction Distribution","LOC-140","High","Poor","2026-05-25","2026-09-15","Operational"
"AST-0838","TD-TSS-0838","Traction Substation","Traction Distribution","LOC-140","High","Critical","2026-06-26","2026-10-16","Under Observation"
"AST-0839","ST-SIG-0839","Signal","Signal & Telecommunication","LOC-140","Critical","Good","2026-07-27","2026-11-17","Maintenance In Progress"
"AST-0840","ST-AXC-0840","Axle Counter","Signal & Telecommunication","LOC-140","Medium","Fair","2026-03-04","2026-09-18","Operational"
"AST-0841","ENG-TRK-0841","Track","Engineering","LOC-141","High","Poor","2026-04-05","2026-10-19","Operational"
"AST-0842","ENG-TO-0842","Turnout","Engineering","LOC-141","High","Critical","2026-05-06","2026-11-20","Under Observation"
"AST-0843","TD-OHE-0843","OHE Mast","Traction Distribution","LOC-141","Critical","Good","2026-06-07","2026-09-21","Maintenance In Progress"
"AST-0844","TD-TSS-0844","Traction Substation","Traction Distribution","LOC-141","Medium","Fair","2026-07-08","2026-10-22","Operational"
"AST-0845","ST-SIG-0845","Signal","Signal & Telecommunication","LOC-141","High","Poor","2026-03-09","2026-11-23","Operational"
"AST-0846","ST-AXC-0846","Axle Counter","Signal & Telecommunication","LOC-141","High","Critical","2026-04-10","2026-09-24","Under Observation"
"AST-0847","ENG-TRK-0847","Track","Engineering","LOC-142","Critical","Good","2026-05-11","2026-10-25","Maintenance In Progress"
"AST-0848","ENG-TO-0848","Turnout","Engineering","LOC-142","Medium","Fair","2026-06-12","2026-11-26","Operational"
"AST-0849","TD-OHE-0849","OHE Mast","Traction Distribution","LOC-142","High","Poor","2026-07-13","2026-09-27","Operational"
"AST-0850","TD-TSS-0850","Traction Substation","Traction Distribution","LOC-142","High","Critical","2026-03-14","2026-10-03","Under Observation"
"AST-0851","ST-SIG-0851","Signal","Signal & Telecommunication","LOC-142","Critical","Good","2026-04-15","2026-11-04","Maintenance In Progress"
"AST-0852","ST-AXC-0852","Axle Counter","Signal & Telecommunication","LOC-142","Medium","Fair","2026-05-16","2026-09-05","Operational"
"AST-0853","ENG-TRK-0853","Track","Engineering","LOC-143","High","Poor","2026-06-17","2026-10-06","Operational"
"AST-0854","ENG-TO-0854","Turnout","Engineering","LOC-143","High","Critical","2026-07-18","2026-11-07","Under Observation"
"AST-0855","TD-OHE-0855","OHE Mast","Traction Distribution","LOC-143","Critical","Good","2026-03-19","2026-09-08","Maintenance In Progress"
"AST-0856","TD-TSS-0856","Traction Substation","Traction Distribution","LOC-143","Medium","Fair","2026-04-20","2026-10-09","Operational"
"AST-0857","ST-SIG-0857","Signal","Signal & Telecommunication","LOC-143","High","Poor","2026-05-21","2026-11-10","Operational"
"AST-0858","ST-AXC-0858","Axle Counter","Signal & Telecommunication","LOC-143","High","Critical","2026-06-22","2026-09-11","Under Observation"
"AST-0859","ENG-TRK-0859","Track","Engineering","LOC-144","Critical","Good","2026-07-23","2026-10-12","Maintenance In Progress"
"AST-0860","ENG-TO-0860","Turnout","Engineering","LOC-144","Medium","Fair","2026-03-24","2026-11-13","Operational"
"AST-0861","TD-OHE-0861","OHE Mast","Traction Distribution","LOC-144","High","Poor","2026-04-25","2026-09-14","Operational"
"AST-0862","TD-TSS-0862","Traction Substation","Traction Distribution","LOC-144","High","Critical","2026-05-26","2026-10-15","Under Observation"
"AST-0863","ST-SIG-0863","Signal","Signal & Telecommunication","LOC-144","Critical","Good","2026-06-27","2026-11-16","Maintenance In Progress"
