"task_id","asset_id","location_id","corridor","task_type","description","severity","failure_probability","asset_criticality","traffic_impact","estimated_duration_minutes","required_department","earliest_start","deadline","status","priority_score"
"TSK-1702","AST-0851","LOC-142","Telangana: Hyderabad-Warangal","Condition Monitoring","Synthetic demo: Signal at LOC-142","Critical","0.55","Critical","Medium","72","Signal & Telecommunication","2026-09-03 18:00:00","2026-09-13 18:00:00","Pending",""
"TSK-1703","AST-0852","LOC-142","Telangana: Hyderabad-Warangal","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-142","Critical","0.56","Medium","High","89","Signal & Telecommunication","2026-09-03 21:00:00","2026-09-14 21:00:00","In Progress",""
"TSK-1704","AST-0852","LOC-142","Telangana: Hyderabad-Warangal","Inspection","Synthetic demo: Axle Counter at LOC-142","Medium","0.57","Medium","Low","35","Signal & Telecommunication","2026-09-04 00:00:00","2026-09-16 00:00:00","Pending",""
"TSK-1705","AST-0853","LOC-143","Telangana: Hyderabad-Warangal","Preventive Maintenance","Synthetic demo: Track at LOC-143","Medium","0.58","High","Medium","52","Engineering","2026-09-04 03:00:00","2026-09-17 03:00:00","Pending",""
"TSK-1706","AST-0853","LOC-143","Telangana: Hyderabad-Warangal","Condition Monitoring","Synthetic demo: Track at LOC-143","Critical","0.59","High","High","69","Engineering","2026-09-04 06:00:00","2026-09-18 06:00:00","Pending",""
"TSK-1707","AST-0854","LOC-143","Telangana: Hyderabad-Warangal","Corrective Maintenance","Synthetic demo: Turnout at LOC-143","Critical","0.6","High","Low","86","Engineering","2026-09-04 09:00:00","2026-09-19 09:00:00","Pending",""
"TSK-1708","AST-0854","LOC-143","Telangana: Hyderabad-Warangal","Inspection","Synthetic demo: Turnout at LOC-143","Medium","0.61","High","Medium","103","Engineering","2026-09-04 12:00:00","2026-09-06 12:00:00","Pending",""
"TSK-1709","AST-0855","LOC-143","Telangana: Hyderabad-Warangal","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-143","Medium","0.62","Critical","High","49","Traction Distribution","2026-09-04 15:00:00","2026-09-07 15:00:00","Pending",""
"TSK-1710","AST-0855","LOC-143","Telangana: Hyderabad-Warangal","Condition Monitoring","Synthetic demo: OHE Mast at LOC-143","Critical","0.63","Critical","Low","66","Traction Distribution","2026-09-04 18:00:00","2026-09-08 18:00:00","Pending",""
"TSK-1711","AST-0856","LOC-143","Telangana: Hyderabad-Warangal","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-143","Critical","0.64","Medium","Medium","83","Traction Distribution","2026-09-04 21:00:00","2026-09-09 21:00:00","Pending",""
"TSK-1712","AST-0856","LOC-143","Telangana: Hyderabad-Warangal","Inspection","Synthetic demo: Traction Substation at LOC-143","Medium","0.65","Medium","High","100","Traction Distribution","2026-09-05 00:00:00","2026-09-11 00:00:00","Pending",""
"TSK-1713","AST-0857","LOC-143","Telangana: Hyderabad-Warangal","Preventive Maintenance","Synthetic demo: Signal at LOC-143","Medium","0.66","High","Low","46","Signal & Telecommunication","2026-09-05 03:00:00","2026-09-12 03:00:00","Pending",""
"TSK-1714","AST-0857","LOC-143","Telangana: Hyderabad-Warangal","Condition Monitoring","Synthetic demo: Signal at LOC-143","Critical","0.67","High","Medium","63","Signal & Telecommunication","2026-09-05 06:00:00","2026-09-13 06:00:00","Pending",""
"TSK-1715","AST-0858","LOC-143","Telangana: Hyderabad-Warangal","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-143","Critical","0.68","High","High","80","Signal & Telecommunication","2026-09-05 09:00:00","2026-09-14 09:00:00","Pending",""
"TSK-1716","AST-0858","LOC-143","Telangana: Hyderabad-Warangal","Inspection","Synthetic demo: Axle Counter at LOC-143","Medium","0.69","High","Low","97","Signal & Telecommunication","2026-09-05 12:00:00","2026-09-15 12:00:00","In Progress",""
"TSK-1717","AST-0859","LOC-144","Telangana: Hyderabad-Warangal","Preventive Maintenance","Synthetic demo: Track at LOC-144","Medium","0.7","Critical","Medium","43","Engineering","2026-09-05 15:00:00","2026-09-16 15:00:00","Scheduled",""
"TSK-1718","AST-0859","LOC-144","Telangana: Hyderabad-Warangal","Condition Monitoring","Synthetic demo: Track at LOC-144","Critical","0.71","Critical","High","60","Engineering","2026-09-05 18:00:00","2026-09-17 18:00:00","Pending",""
"TSK-1719","AST-0860","LOC-144","Telangana: Hyderabad-Warangal","Corrective Maintenance","Synthetic demo: Turnout at LOC-144","Critical","0.72","Medium","Low","77","Engineering","2026-09-05 21:00:00","2026-09-18 21:00:00","Pending",""
"TSK-1720","AST-0860","LOC-144","Telangana: Hyderabad-Warangal","Inspection","Synthetic demo: Turnout at LOC-144","Medium","0.73","Medium","Medium","94","Engineering","2026-09-06 00:00:00","2026-09-20 00:00:00","Pending",""
"TSK-1721","AST-0861","LOC-144","Telangana: Hyderabad-Warangal","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-144","Medium","0.74","High","High","40","Traction Distribution","2026-09-06 03:00:00","2026-09-21 03:00:00","Pending",""
"TSK-1722","AST-0861","LOC-144","Telangana: Hyderabad-Warangal","Condition Monitoring","Synthetic demo: OHE Mast at LOC-144","Critical","0.75","High","Low","57","Traction Distribution","2026-09-06 06:00:00","2026-09-08 06:00:00","Pending",""
"TSK-1723","AST-0862","LOC-144","Telangana: Hyderabad-Warangal","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-144","Critical","0.76","High","Medium","74","Traction Distribution","2026-09-06 09:00:00","2026-09-09 09:00:00","Pending",""
"TSK-1724","AST-0862","LOC-144","Telangana: Hyderabad-Warangal","Inspection","Synthetic demo: Traction Substation at LOC-144","Medium","0.77","High","High","91","Traction Distribution","2026-09-06 12:00:00","2026-09-10 12:00:00","Pending",""
"TSK-1725","AST-0863","LOC-144","Telangana: Hyderabad-Warangal","Preventive Maintenance","Synthetic demo: Signal at LOC-144","Medium","0.78","Critical","Low","37","Signal & Telecommunication","2026-09-06 15:00:00","2026-09-11 15:00:00","Pending",""
"TSK-1726","AST-0863","LOC-144","Telangana: Hyderabad-Warangal","Condition Monitoring","Synthetic demo: Signal at LOC-144","Critical","0.79","Critical","Medium","54","Signal & Telecommunication","2026-09-06 18:00:00","2026-09-12 18:00:00","Pending",""
"TSK-1727","AST-0864","LOC-144","Telangana: Hyderabad-Warangal","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-144","Critical","0.8","Medium","High","71","Signal & Telecommunication","2026-09-06 21:00:00","2026-09-13 21:00:00","Pending",""
"TSK-1728","AST-0864","LOC-144","Telangana: Hyderabad-Warangal","Inspection","Synthetic demo: Axle Counter at LOC-144","Medium","0.81","Medium","Low","88","Signal & Telecommunication","2026-09-07 00:00:00","2026-09-15 00:00:00","Pending",""
"TSK-1729","AST-0865","LOC-145","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: Track at LOC-145","Medium","0.82","High","Medium","105","Engineering","2026-09-07 03:00:00","2026-09-16 03:00:00","In Progress",""
"TSK-1730","AST-0865","LOC-145","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: Track at LOC-145","Critical","0.83","High","High","51","Engineering","2026-09-07 06:00:00","2026-09-17 06:00:00","Pending",""
"TSK-1731","AST-0866","LOC-145","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Turnout at LOC-145","Critical","0.84","High","Low","68","Engineering","2026-09-07 09:00:00","2026-09-18 09:00:00","Pending",""
"TSK-1732","AST-0866","LOC-145","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Turnout at LOC-145","Medium","0.85","High","Medium","85","Engineering","2026-09-07 12:00:00","2026-09-19 12:00:00","Pending",""
"TSK-1733","AST-0867","LOC-145","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-145","Medium","0.86","Critical","High","102","Traction Distribution","2026-09-07 15:00:00","2026-09-20 15:00:00","Pending",""
"TSK-1734","AST-0867","LOC-145","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: OHE Mast at LOC-145","Critical","0.87","Critical","Low","48","Traction Distribution","2026-09-07 18:00:00","2026-09-21 18:00:00","Scheduled",""
"TSK-1735","AST-0868","LOC-145","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-145","Critical","0.88","Medium","Medium","65","Traction Distribution","2026-09-07 21:00:00","2026-09-22 21:00:00","Pending",""
"TSK-1736","AST-0868","LOC-145","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Traction Substation at LOC-145","Medium","0.89","Medium","High","82","Traction Distribution","2026-09-08 00:00:00","2026-09-10 00:00:00","Pending",""
"TSK-1737","AST-0869","LOC-145","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: Signal at LOC-145","Medium","0.9","High","Low","99","Signal & Telecommunication","2026-09-08 03:00:00","2026-09-11 03:00:00","Pending",""
"TSK-1738","AST-0869","LOC-145","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: Signal at LOC-145","Critical","0.12","High","Medium","45","Signal & Telecommunication","2026-09-08 06:00:00","2026-09-12 06:00:00","Pending",""
"TSK-1739","AST-0870","LOC-145","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-145","Critical","0.13","High","High","62","Signal & Telecommunication","2026-09-08 09:00:00","2026-09-13 09:00:00","Pending",""
"TSK-1740","AST-0870","LOC-145","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Axle Counter at LOC-145","Medium","0.14","High","Low","79","Signal & Telecommunication","2026-09-08 12:00:00","2026-09-14 12:00:00","Pending",""
"TSK-1741","AST-0871","LOC-146","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: Track at LOC-146","Medium","0.15","Critical","Medium","96","Engineering","2026-09-08 15:00:00","2026-09-15 15:00:00","Pending",""
"TSK-1742","AST-0871","LOC-146","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: Track at LOC-146","Critical","0.16","Critical","High","42","Engineering","2026-09-08 18:00:00","2026-09-16 18:00:00","In Progress",""
"TSK-1743","AST-0872","LOC-146","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Turnout at LOC-146","Critical","0.17","Medium","Low","59","Engineering","2026-09-08 21:00:00","2026-09-17 21:00:00","Pending",""
"TSK-1744","AST-0872","LOC-146","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Turnout at LOC-146","Medium","0.18","Medium","Medium","76","Engineering","2026-09-09 00:00:00","2026-09-19 00:00:00","Pending",""
"TSK-1745","AST-0873","LOC-146","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-146","Medium","0.19","High","High","93","Traction Distribution","2026-09-09 03:00:00","2026-09-20 03:00:00","Pending",""
"TSK-1746","AST-0873","LOC-146","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: OHE Mast at LOC-146","Critical","0.2","High","Low","39","Traction Distribution","2026-09-09 06:00:00","2026-09-21 06:00:00","Pending",""
"TSK-1747","AST-0874","LOC-146","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-146","Critical","0.21","High","Medium","56","Traction Distribution","2026-09-09 09:00:00","2026-09-22 09:00:00","Pending",""
"TSK-1748","AST-0874","LOC-146","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Traction Substation at LOC-146","Medium","0.22","High","High","73","Traction Distribution","2026-09-09 12:00:00","2026-09-23 12:00:00","Pending",""
"TSK-1749","AST-0875","LOC-146","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: Signal at LOC-146","Medium","0.23","Critical","Low","90","Signal & Telecommunication","2026-09-09 15:00:00","2026-09-24 15:00:00","Pending",""
"TSK-1750","AST-0875","LOC-146","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: Signal at LOC-146","Critical","0.24","Critical","Medium","36","Signal & Telecommunication","2026-09-09 18:00:00","2026-09-11 18:00:00","Pending",""
"TSK-1751","AST-0876","LOC-146","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-146","Critical","0.25","Medium","High","53","Signal & Telecommunication","2026-09-09 21:00:00","2026-09-12 21:00:00","Scheduled",""
"TSK-1752","AST-0876","LOC-146","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Axle Counter at LOC-146","Medium","0.26","Medium","Low","70","Signal & Telecommunication","2026-09-10 00:00:00","2026-09-14 00:00:00","Pending",""
"TSK-1753","AST-0877","LOC-147","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: Track at LOC-147","Medium","0.27","High","Medium","87","Engineering","2026-09-10 03:00:00","2026-09-15 03:00:00","Pending",""
"TSK-1754","AST-0877","LOC-147","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: Track at LOC-147","Critical","0.28","High","High","104","Engineering","2026-09-10 06:00:00","2026-09-16 06:00:00","Pending",""
"TSK-1755","AST-0878","LOC-147","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Turnout at LOC-147","Critical","0.29","High","Low","50","Engineering","2026-09-10 09:00:00","2026-09-17 09:00:00","In Progress",""
"TSK-1756","AST-0878","LOC-147","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Turnout at LOC-147","Medium","0.3","High","Medium","67","Engineering","2026-09-10 12:00:00","2026-09-18 12:00:00","Pending",""
"TSK-1757","AST-0879","LOC-147","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-147","Medium","0.31","Critical","High","84","Traction Distribution","2026-09-10 15:00:00","2026-09-19 15:00:00","Pending",""
"TSK-1758","AST-0879","LOC-147","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: OHE Mast at LOC-147","Critical","0.32","Critical","Low","101","Traction Distribution","2026-09-10 18:00:00","2026-09-20 18:00:00","Pending",""
"TSK-1759","AST-0880","LOC-147","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-147","Critical","0.33","Medium","Medium","47","Traction Distribution","2026-09-10 21:00:00","2026-09-21 21:00:00","Pending",""
"TSK-1760","AST-0880","LOC-147","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Traction Substation at LOC-147","Medium","0.34","Medium","High","64","Traction Distribution","2026-09-11 00:00:00","2026-09-23 00:00:00","Pending",""
"TSK-1761","AST-0881","LOC-147","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: Signal at LOC-147","Medium","0.35","High","Low","81","Signal & Telecommunication","2026-09-11 03:00:00","2026-09-24 03:00:00","Pending",""
"TSK-1762","AST-0881","LOC-147","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: Signal at LOC-147","Critical","0.36","High","Medium","98","Signal & Telecommunication","2026-09-11 06:00:00","2026-09-25 06:00:00","Pending",""
"TSK-1763","AST-0882","LOC-147","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-147","Critical","0.37","High","High","44","Signal & Telecommunication","2026-09-11 09:00:00","2026-09-26 09:00:00","Pending",""
"TSK-1764","AST-0882","LOC-147","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Axle Counter at LOC-147","Medium","0.38","High","Low","61","Signal & Telecommunication","2026-09-11 12:00:00","2026-09-13 12:00:00","Pending",""
"TSK-1765","AST-0883","LOC-148","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: Track at LOC-148","Medium","0.39","Critical","Medium","78","Engineering","2026-09-11 15:00:00","2026-09-14 15:00:00","Pending",""
"TSK-1766","AST-0883","LOC-148","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: Track at LOC-148","Critical","0.4","Critical","High","95","Engineering","2026-09-11 18:00:00","2026-09-15 18:00:00","Pending",""
"TSK-1767","AST-0884","LOC-148","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Turnout at LOC-148","Critical","0.41","Medium","Low","41","Engineering","2026-09-11 21:00:00","2026-09-16 21:00:00","Pending",""
"TSK-1768","AST-0884","LOC-148","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Turnout at LOC-148","Medium","0.42","Medium","Medium","58","Engineering","2026-09-12 00:00:00","2026-09-18 00:00:00","In Progress",""
"TSK-1769","AST-0885","LOC-148","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-148","Medium","0.43","High","High","75","Traction Distribution","2026-09-12 03:00:00","2026-09-19 03:00:00","Pending",""
"TSK-1770","AST-0885","LOC-148","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: OHE Mast at LOC-148","Critical","0.44","High","Low","92","Traction Distribution","2026-09-12 06:00:00","2026-09-20 06:00:00","Pending",""
"TSK-1771","AST-0886","LOC-148","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-148","Critical","0.45","High","Medium","38","Traction Distribution","2026-09-12 09:00:00","2026-09-21 09:00:00","Pending",""
"TSK-1772","AST-0886","LOC-148","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Traction Substation at LOC-148","Medium","0.46","High","High","55","Traction Distribution","2026-09-12 12:00:00","2026-09-22 12:00:00","Pending",""
"TSK-1773","AST-0887","LOC-148","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: Signal at LOC-148","Medium","0.47","Critical","Low","72","Signal & Telecommunication","2026-09-12 15:00:00","2026-09-23 15:00:00","Pending",""
"TSK-1774","AST-0887","LOC-148","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: Signal at LOC-148","Critical","0.48","Critical","Medium","89","Signal & Telecommunication","2026-09-12 18:00:00","2026-09-24 18:00:00","Pending",""
"TSK-1775","AST-0888","LOC-148","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-148","Critical","0.49","Medium","High","35","Signal & Telecommunication","2026-09-12 21:00:00","2026-09-25 21:00:00","Pending",""
"TSK-1776","AST-0888","LOC-148","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Axle Counter at LOC-148","Medium","0.5","Medium","Low","52","Signal & Telecommunication","2026-09-13 00:00:00","2026-09-27 00:00:00","Pending",""
"TSK-1777","AST-0889","LOC-149","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: Track at LOC-149","Medium","0.51","High","Medium","69","Engineering","2026-09-13 03:00:00","2026-09-28 03:00:00","Pending",""
"TSK-1778","AST-0889","LOC-149","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: Track at LOC-149","Critical","0.52","High","High","86","Engineering","2026-09-13 06:00:00","2026-09-15 06:00:00","Pending",""
"TSK-1779","AST-0890","LOC-149","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Turnout at LOC-149","Critical","0.53","High","Low","103","Engineering","2026-09-13 09:00:00","2026-09-16 09:00:00","Pending",""
"TSK-1780","AST-0890","LOC-149","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Turnout at LOC-149","Medium","0.54","High","Medium","49","Engineering","2026-09-13 12:00:00","2026-09-17 12:00:00","Pending",""
"TSK-1781","AST-0891","LOC-149","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-149","Medium","0.55","Critical","High","66","Traction Distribution","2026-09-13 15:00:00","2026-09-18 15:00:00","In Progress",""
"TSK-1782","AST-0891","LOC-149","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: OHE Mast at LOC-149","Critical","0.56","Critical","Low","83","Traction Distribution","2026-09-13 18:00:00","2026-09-19 18:00:00","Pending",""
"TSK-1783","AST-0892","LOC-149","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-149","Critical","0.57","Medium","Medium","100","Traction Distribution","2026-09-13 21:00:00","2026-09-20 21:00:00","Pending",""
"TSK-1784","AST-0892","LOC-149","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Traction Substation at LOC-149","Medium","0.58","Medium","High","46","Traction Distribution","2026-09-14 00:00:00","2026-09-22 00:00:00","Pending",""
"TSK-1785","AST-0893","LOC-149","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: Signal at LOC-149","Medium","0.59","High","Low","63","Signal & Telecommunication","2026-09-14 03:00:00","2026-09-23 03:00:00","Scheduled",""
"TSK-1786","AST-0893","LOC-149","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: Signal at LOC-149","Critical","0.6","High","Medium","80","Signal & Telecommunication","2026-09-14 06:00:00","2026-09-24 06:00:00","Pending",""
"TSK-1787","AST-0894","LOC-149","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-149","Critical","0.61","High","High","97","Signal & Telecommunication","2026-09-14 09:00:00","2026-09-25 09:00:00","Pending",""
"TSK-1788","AST-0894","LOC-149","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Axle Counter at LOC-149","Medium","0.62","High","Low","43","Signal & Telecommunication","2026-09-14 12:00:00","2026-09-26 12:00:00","Pending",""
"TSK-1789","AST-0895","LOC-150","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: Track at LOC-150","Medium","0.63","Critical","Medium","60","Engineering","2026-09-14 15:00:00","2026-09-27 15:00:00","Pending",""
"TSK-1790","AST-0895","LOC-150","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: Track at LOC-150","Critical","0.64","Critical","High","77","Engineering","2026-09-14 18:00:00","2026-09-28 18:00:00","Pending",""
"TSK-1791","AST-0896","LOC-150","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Turnout at LOC-150","Critical","0.65","Medium","Low","94","Engineering","2026-09-14 21:00:00","2026-09-29 21:00:00","Pending",""
"TSK-1792","AST-0896","LOC-150","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Turnout at LOC-150","Medium","0.66","Medium","Medium","40","Engineering","2026-09-15 00:00:00","2026-09-17 00:00:00","Pending",""
"TSK-1793","AST-0897","LOC-150","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-150","Medium","0.67","High","High","57","Traction Distribution","2026-09-15 03:00:00","2026-09-18 03:00:00","Pending",""
"TSK-1794","AST-0897","LOC-150","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: OHE Mast at LOC-150","Critical","0.68","High","Low","74","Traction Distribution","2026-09-15 06:00:00","2026-09-19 06:00:00","In Progress",""
"TSK-1795","AST-0898","LOC-150","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-150","Critical","0.69","High","Medium","91","Traction Distribution","2026-09-15 09:00:00","2026-09-20 09:00:00","Pending",""
"TSK-1796","AST-0898","LOC-150","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Traction Substation at LOC-150","Medium","0.7","High","High","37","Traction Distribution","2026-09-15 12:00:00","2026-09-21 12:00:00","Pending",""
"TSK-1797","AST-0899","LOC-150","Tripura: Agartala-Dharmanagar","Preventive Maintenance","Synthetic demo: Signal at LOC-150","Medium","0.71","Critical","Low","54","Signal & Telecommunication","2026-09-15 15:00:00","2026-09-22 15:00:00","Pending",""
"TSK-1798","AST-0899","LOC-150","Tripura: Agartala-Dharmanagar","Condition Monitoring","Synthetic demo: Signal at LOC-150","Critical","0.72","Critical","Medium","71","Signal & Telecommunication","2026-09-15 18:00:00","2026-09-23 18:00:00","Pending",""
"TSK-1799","AST-0900","LOC-150","Tripura: Agartala-Dharmanagar","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-150","Critical","0.73","Medium","High","88","Signal & Telecommunication","2026-09-15 21:00:00","2026-09-24 21:00:00","Pending",""
"TSK-1800","AST-0900","LOC-150","Tripura: Agartala-Dharmanagar","Inspection","Synthetic demo: Axle Counter at LOC-150","Medium","0.74","Medium","Low","105","Signal & Telecommunication","2026-09-16 00:00:00","2026-09-26 00:00:00","Pending",""
"TSK-1801","AST-0901","LOC-151","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: Track at LOC-151","Medium","0.75","High","Medium","51","Engineering","2026-09-16 03:00:00","2026-09-27 03:00:00","Pending",""
"TSK-1802","AST-0901","LOC-151","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: Track at LOC-151","Critical","0.76","High","High","68","Engineering","2026-09-16 06:00:00","2026-09-28 06:00:00","Scheduled",""
"TSK-1803","AST-0902","LOC-151","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Turnout at LOC-151","Critical","0.77","High","Low","85","Engineering","2026-09-16 09:00:00","2026-09-29 09:00:00","Pending",""
"TSK-1804","AST-0902","LOC-151","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Turnout at LOC-151","Medium","0.78","High","Medium","102","Engineering","2026-09-16 12:00:00","2026-09-30 12:00:00","Pending",""
"TSK-1805","AST-0903","LOC-151","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-151","Medium","0.79","Critical","High","48","Traction Distribution","2026-09-16 15:00:00","2026-10-01 15:00:00","Pending",""
"TSK-1806","AST-0903","LOC-151","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: OHE Mast at LOC-151","Critical","0.8","Critical","Low","65","Traction Distribution","2026-09-16 18:00:00","2026-09-18 18:00:00","Pending",""
"TSK-1807","AST-0904","LOC-151","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-151","Critical","0.81","Medium","Medium","82","Traction Distribution","2026-09-16 21:00:00","2026-09-19 21:00:00","In Progress",""
"TSK-1808","AST-0904","LOC-151","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Traction Substation at LOC-151","Medium","0.82","Medium","High","99","Traction Distribution","2026-09-17 00:00:00","2026-09-21 00:00:00","Pending",""
"TSK-1809","AST-0905","LOC-151","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: Signal at LOC-151","Medium","0.83","High","Low","45","Signal & Telecommunication","2026-09-17 03:00:00","2026-09-22 03:00:00","Pending",""
"TSK-1810","AST-0905","LOC-151","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: Signal at LOC-151","Critical","0.84","High","Medium","62","Signal & Telecommunication","2026-09-17 06:00:00","2026-09-23 06:00:00","Pending",""
"TSK-1811","AST-0906","LOC-151","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-151","Critical","0.85","High","High","79","Signal & Telecommunication","2026-09-17 09:00:00","2026-09-24 09:00:00","Pending",""
"TSK-1812","AST-0906","LOC-151","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Axle Counter at LOC-151","Medium","0.86","High","Low","96","Signal & Telecommunication","2026-09-17 12:00:00","2026-09-25 12:00:00","Pending",""
"TSK-1813","AST-0907","LOC-152","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: Track at LOC-152","Medium","0.87","Critical","Medium","42","Engineering","2026-09-17 15:00:00","2026-09-26 15:00:00","Pending",""
"TSK-1814","AST-0907","LOC-152","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: Track at LOC-152","Critical","0.88","Critical","High","59","Engineering","2026-09-17 18:00:00","2026-09-27 18:00:00","Pending",""
