asset_type,asset_condition,asset_criticality,asset_status,severity,task_type,traffic_impact,department,corridor,duration_minutes,simulated_failure_signal,days_since_maintenance,days_to_next_maintenance,deadline_hours,observation,failure_within_30_days
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,99.0,0.82,43,36,480.0,2,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,45.0,0.83,164,68,507.0,0,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,45.0,0.83,164,68,507.0,1,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,45.0,0.83,164,68,507.0,2,0
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,62.0,0.84,164,68,534.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,62.0,0.84,164,68,534.0,1,0
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,62.0,0.84,164,68,534.0,2,0
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,79.0,0.85,132,8,561.0,0,0
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,79.0,0.85,132,8,561.0,1,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,79.0,0.85,132,8,561.0,2,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,96.0,0.86,132,8,588.0,0,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,96.0,0.86,132,8,588.0,1,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,96.0,0.86,132,8,588.0,2,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,42.0,0.87,101,39,615.0,0,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,42.0,0.87,101,39,615.0,1,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,42.0,0.87,101,39,615.0,2,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,59.0,0.88,101,39,642.0,0,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,59.0,0.88,101,39,642.0,1,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,59.0,0.88,101,39,642.0,2,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,76.0,0.89,69,71,669.0,0,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,76.0,0.89,69,71,669.0,1,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,76.0,0.89,69,71,669.0,2,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,93.0,0.9,69,71,696.0,0,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,93.0,0.9,69,71,696.0,1,1
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,93.0,0.9,69,71,696.0,2,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,39.0,0.12,38,11,723.0,0,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,39.0,0.12,38,11,723.0,1,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,39.0,0.12,38,11,723.0,2,0
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,56.0,0.13,38,11,750.0,0,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,56.0,0.13,38,11,750.0,1,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,56.0,0.13,38,11,750.0,2,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,73.0,0.14,159,42,777.0,0,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,73.0,0.14,159,42,777.0,1,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,73.0,0.14,159,42,777.0,2,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,90.0,0.15,159,42,468.0,0,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,90.0,0.15,159,42,468.0,1,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,90.0,0.15,159,42,468.0,2,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,36.0,0.16,127,74,495.0,0,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,36.0,0.16,127,74,495.0,1,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,36.0,0.16,127,74,495.0,2,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,53.0,0.17,127,74,522.0,0,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,53.0,0.17,127,74,522.0,1,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,53.0,0.17,127,74,522.0,2,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,70.0,0.18,120,14,549.0,0,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,70.0,0.18,120,14,549.0,1,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,70.0,0.18,120,14,549.0,2,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,87.0,0.19,120,14,576.0,0,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,87.0,0.19,120,14,576.0,1,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,87.0,0.19,120,14,576.0,2,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,104.0,0.2,88,45,603.0,0,1
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,104.0,0.2,88,45,603.0,1,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,104.0,0.2,88,45,603.0,2,0
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,50.0,0.21,88,45,630.0,0,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,50.0,0.21,88,45,630.0,1,0
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,50.0,0.21,88,45,630.0,2,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,67.0,0.22,57,77,657.0,0,0
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,67.0,0.22,57,77,657.0,1,0
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,67.0,0.22,57,77,657.0,2,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,84.0,0.23,57,77,684.0,0,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,84.0,0.23,57,77,684.0,1,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,84.0,0.23,57,77,684.0,2,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,101.0,0.24,178,17,711.0,0,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,101.0,0.24,178,17,711.0,1,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,101.0,0.24,178,17,711.0,2,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,47.0,0.25,178,17,738.0,0,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,47.0,0.25,178,17,738.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,47.0,0.25,178,17,738.0,2,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,64.0,0.26,146,48,765.0,0,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,64.0,0.26,146,48,765.0,1,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,64.0,0.26,146,48,765.0,2,1
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,81.0,0.27,146,48,792.0,0,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,81.0,0.27,146,48,792.0,1,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,81.0,0.27,146,48,792.0,2,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,98.0,0.28,115,80,819.0,0,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,98.0,0.28,115,80,819.0,1,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,98.0,0.28,115,80,819.0,2,0
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,44.0,0.29,115,80,510.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,44.0,0.29,115,80,510.0,1,0
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,44.0,0.29,115,80,510.0,2,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,61.0,0.3,83,20,537.0,0,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,61.0,0.3,83,20,537.0,1,0
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,61.0,0.3,83,20,537.0,2,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,78.0,0.31,83,20,564.0,0,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,78.0,0.31,83,20,564.0,1,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,78.0,0.31,83,20,564.0,2,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,95.0,0.32,52,51,591.0,0,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,95.0,0.32,52,51,591.0,1,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,95.0,0.32,52,51,591.0,2,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,41.0,0.33,52,51,618.0,0,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,41.0,0.33,52,51,618.0,1,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,41.0,0.33,52,51,618.0,2,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,58.0,0.34,173,83,645.0,0,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,58.0,0.34,173,83,645.0,1,1
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,58.0,0.34,173,83,645.0,2,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,75.0,0.35,173,83,672.0,0,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,75.0,0.35,173,83,672.0,1,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,75.0,0.35,173,83,672.0,2,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,92.0,0.36,141,23,699.0,0,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,92.0,0.36,141,23,699.0,1,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,92.0,0.36,141,23,699.0,2,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,38.0,0.37,141,23,726.0,0,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,38.0,0.37,141,23,726.0,1,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,38.0,0.37,141,23,726.0,2,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,55.0,0.38,110,54,753.0,0,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,55.0,0.38,110,54,753.0,1,0
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,55.0,0.38,110,54,753.0,2,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,72.0,0.39,110,54,780.0,0,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,72.0,0.39,110,54,780.0,1,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,72.0,0.39,110,54,780.0,2,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,89.0,0.4,78,86,807.0,0,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,89.0,0.4,78,86,807.0,1,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,89.0,0.4,78,86,807.0,2,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,35.0,0.41,78,86,834.0,0,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,35.0,0.41,78,86,834.0,1,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,35.0,0.41,78,86,834.0,2,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,52.0,0.42,47,26,861.0,0,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,52.0,0.42,47,26,861.0,1,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,52.0,0.42,47,26,861.0,2,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,69.0,0.43,47,26,48.0,0,1
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,69.0,0.43,47,26,48.0,1,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,69.0,0.43,47,26,48.0,2,1
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,86.0,0.44,168,32,75.0,0,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,86.0,0.44,168,32,75.0,1,1
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,86.0,0.44,168,32,75.0,2,0
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,103.0,0.45,168,32,102.0,0,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,103.0,0.45,168,32,102.0,1,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,103.0,0.45,168,32,102.0,2,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,49.0,0.46,136,64,129.0,0,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,49.0,0.46,136,64,129.0,1,0
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,49.0,0.46,136,64,129.0,2,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,66.0,0.47,136,64,156.0,0,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,66.0,0.47,136,64,156.0,1,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,66.0,0.47,136,64,156.0,2,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,83.0,0.48,105,4,183.0,0,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,83.0,0.48,105,4,183.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,83.0,0.48,105,4,183.0,2,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,100.0,0.49,105,4,210.0,0,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,100.0,0.49,105,4,210.0,1,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,100.0,0.49,105,4,210.0,2,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,46.0,0.5,73,35,237.0,0,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,46.0,0.5,73,35,237.0,1,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,46.0,0.5,73,35,237.0,2,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,63.0,0.51,73,35,264.0,0,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,63.0,0.51,73,35,264.0,1,1
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,63.0,0.51,73,35,264.0,2,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,80.0,0.52,42,67,291.0,0,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,80.0,0.52,42,67,291.0,1,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,80.0,0.52,42,67,291.0,2,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,97.0,0.53,42,67,318.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,97.0,0.53,42,67,318.0,1,0
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,97.0,0.53,42,67,318.0,2,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,43.0,0.54,163,7,345.0,0,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,43.0,0.54,163,7,345.0,1,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,43.0,0.54,163,7,345.0,2,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,60.0,0.55,163,7,372.0,0,0
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,60.0,0.55,163,7,372.0,1,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,60.0,0.55,163,7,372.0,2,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,77.0,0.56,131,38,399.0,0,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,77.0,0.56,131,38,399.0,1,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,77.0,0.56,131,38,399.0,2,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,94.0,0.57,131,38,90.0,0,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,94.0,0.57,131,38,90.0,1,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Uttar Pradesh: Lucknow-Varanasi,94.0,0.57,131,38,90.0,2,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,40.0,0.58,100,70,117.0,0,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,40.0,0.58,100,70,117.0,1,1
